clip_id,n_horse_detections,type,d_meters,mpp,takeoff_frame,frac,takeoff_gap
2S-4eXbehr4_11460000,16,,,,0,0.0,0
2S-4eXbehr4_11550000,8,vertical,3.066439886883902,0.03897550111358574,10,0.3333333333333333,0
2S-4eXbehr4_11580000,16,,,,13,0.43333333333333335,2
2S-4eXbehr4_11610000,8,,,,14,0.4666666666666667,0
2S-4eXbehr4_11640000,16,,,,24,0.8,0
2S-4eXbehr4_11700000,15,,,,22,0.7333333333333333,0
2S-4eXbehr4_11730000,9,,,,28,0.9333333333333333,0
2S-4eXbehr4_11760000,14,,,,28,0.9333333333333333,0
2S-4eXbehr4_11820000,11,,,,23,0.7666666666666667,2
2S-4eXbehr4_11880000,10,,,,0,0.0,0
2S-4eXbehr4_11910000,16,,,,15,0.5,2
2S-4eXbehr4_11940000,16,,,,20,0.6666666666666666,0
2S-4eXbehr4_1200000,14,,,,18,0.6,0
2S-4eXbehr4_12090000,16,,,,20,0.6666666666666666,0
2S-4eXbehr4_12120000,7,,,,0,0.0,0
2S-4eXbehr4_12270000,16,,,,22,0.7333333333333333,0
2S-4eXbehr4_1230000,16,,,,26,0.8666666666666667,0
2S-4eXbehr4_12330000,15,,,,20,0.6666666666666666,0
2S-4eXbehr4_12360000,14,,,,22,0.7333333333333333,0
2S-4eXbehr4_12390000,11,oxer,3.345100796651346,0.04533678756476683,4,0.13333333333333333,0
2S-4eXbehr4_12420000,13,,,,14,0.4666666666666667,0
2S-4eXbehr4_12450000,11,,,,28,0.9333333333333333,0
2S-4eXbehr4_12480000,13,,,,20,0.6666666666666666,0
2S-4eXbehr4_12510000,16,,,,20,0.6666666666666666,0
2S-4eXbehr4_12540000,10,,,,23,0.7666666666666667,2
2S-4eXbehr4_12570000,15,oxer,0.4778182734695275,0.02255154639175258,28,0.9333333333333333,0
2S-4eXbehr4_12600000,10,vertical,1.8347200042871978,0.023841961852861037,16,0.5333333333333333,0
2S-4eXbehr4_12630000,16,vertical,1.8878296815110396,0.02847843775427177,28,0.9333333333333333,0
2S-4eXbehr4_12660000,8,oxer,2.1829038835008956,0.029362416107382546,26,0.8666666666666667,0
2S-4eXbehr4_12690000,16,vertical,6.150936673469131,0.044585987261146494,22,0.7333333333333333,0
2S-4eXbehr4_12720000,14,,,,9,0.3,4
2S-4eXbehr4_12750000,11,,,,28,0.9333333333333333,0
2S-4eXbehr4_12810000,8,,,,22,0.7333333333333333,0
2S-4eXbehr4_1290000,13,,,,28,0.9333333333333333,0
2S-4eXbehr4_13050000,11,oxer,1.0740818462323058,0.019444444444444445,22,0.7333333333333333,0
2S-4eXbehr4_13080000,11,,,,20,0.6666666666666666,0
2S-4eXbehr4_13170000,16,,,,25,0.8333333333333334,2
2S-4eXbehr4_1320000,14,,,,4,0.13333333333333333,0
2S-4eXbehr4_13200000,15,,,,14,0.4666666666666667,0
2S-4eXbehr4_13230000,13,,,,14,0.4666666666666667,0
2S-4eXbehr4_13260000,10,,,,22,0.7333333333333333,0
2S-4eXbehr4_13290000,16,,,,25,0.8333333333333334,2
2S-4eXbehr4_13320000,16,,,,28,0.9333333333333333,0
2S-4eXbehr4_13350000,16,,,,15,0.5,2
2S-4eXbehr4_13380000,13,,,,11,0.36666666666666664,2
2S-4eXbehr4_13410000,10,oxer,1.5259407047684062,0.02347417840375587,16,0.5333333333333333,0
2S-4eXbehr4_13440000,16,,,,10,0.3333333333333333,0
2S-4eXbehr4_13470000,13,oxer,0.657616117191626,0.023026315789473683,0,0.0,0
2S-4eXbehr4_1350000,13,,,,0,0.0,0
2S-4eXbehr4_13500000,16,,,,28,0.9333333333333333,0
2S-4eXbehr4_13620000,15,,,,28,0.9333333333333333,0
2S-4eXbehr4_13680000,7,,,,0,0.0,0
2S-4eXbehr4_13710000,13,,,,22,0.7333333333333333,0
2S-4eXbehr4_13740000,14,,,,4,0.13333333333333333,0
2S-4eXbehr4_1380000,16,,,,6,0.2,0
2S-4eXbehr4_13920000,9,,,,24,0.8,0
2S-4eXbehr4_13950000,10,,,,22,0.7333333333333333,0
2S-4eXbehr4_1410000,16,,,,16,0.5333333333333333,0
2S-4eXbehr4_14100000,12,oxer,1.3448921625945442,0.021511985248924403,20,0.6666666666666666,0
2S-4eXbehr4_14130000,6,,,,14,0.4666666666666667,8
2S-4eXbehr4_14160000,14,vertical,0.49543303141540934,0.019487750556792874,0,0.0,0
2S-4eXbehr4_14190000,8,,,,20,0.6666666666666666,0
2S-4eXbehr4_14250000,9,,,,14,0.4666666666666667,0
2S-4eXbehr4_14280000,16,,,,14,0.4666666666666667,0
2S-4eXbehr4_14310000,13,,,,9,0.3,8
2S-4eXbehr4_14340000,14,,,,25,0.8333333333333334,2
2S-4eXbehr4_1440000,14,vertical,4.548274080852117,0.05672609400324149,18,0.6,0
2S-4eXbehr4_14430000,10,vertical,3.2723009470091275,0.027322404371584702,6,0.2,0
2S-4eXbehr4_1470000,16,,,,28,0.9333333333333333,0
2S-4eXbehr4_14700000,13,,,,22,0.7333333333333333,0
2S-4eXbehr4_14880000,11,,,,18,0.6,0
2S-4eXbehr4_1500000,7,,,,23,0.7666666666666667,2
2S-4eXbehr4_15060000,16,,,,28,0.9333333333333333,0
2S-4eXbehr4_15180000,16,,,,28,0.9333333333333333,0
2S-4eXbehr4_15210000,16,,,,18,0.6,0
2S-4eXbehr4_15240000,9,,,,28,0.9333333333333333,0
2S-4eXbehr4_15270000,16,,,,6,0.2,0
2S-4eXbehr4_1530000,16,,,,22,0.7333333333333333,0
2S-4eXbehr4_15300000,16,,,,16,0.5333333333333333,0
2S-4eXbehr4_15330000,12,,,,23,0.7666666666666667,2
2S-4eXbehr4_15360000,14,,,,23,0.7666666666666667,2
2S-4eXbehr4_15390000,16,,,,28,0.9333333333333333,0
2S-4eXbehr4_15420000,14,,,,28,0.9333333333333333,0
2S-4eXbehr4_15450000,11,oxer,0.429988458490548,0.023026315789473683,22,0.7333333333333333,0
2S-4eXbehr4_15510000,16,,,,24,0.8,0
2S-4eXbehr4_15570000,13,,,,10,0.3333333333333333,0
2S-4eXbehr4_15600000,13,,,,14,0.4666666666666667,0
2S-4eXbehr4_15690000,10,,,,16,0.5333333333333333,0
2S-4eXbehr4_15720000,13,,,,10,0.3333333333333333,0
2S-4eXbehr4_15750000,16,,,,12,0.4,0
2S-4eXbehr4_15810000,13,,,,28,0.9333333333333333,0
2S-4eXbehr4_1590000,16,,,,0,0.0,0
2S-4eXbehr4_16170000,16,,,,22,0.7333333333333333,0
2S-4eXbehr4_1620000,13,oxer,1.9796652028968351,0.0199203187250996,22,0.7333333333333333,0
2S-4eXbehr4_16200000,16,,,,17,0.5666666666666667,2
2S-4eXbehr4_16230000,12,,,,18,0.6,0
2S-4eXbehr4_16260000,10,,,,15,0.5,2
2S-4eXbehr4_16290000,16,,,,4,0.13333333333333333,0
2S-4eXbehr4_16440000,16,,,,23,0.7666666666666667,2
2S-4eXbehr4_16470000,13,,,,3,0.1,2
2S-4eXbehr4_1650000,16,,,,28,0.9333333333333333,0
2S-4eXbehr4_16500000,16,,,,12,0.4,0
2S-4eXbehr4_16530000,16,,,,19,0.6333333333333333,2
2S-4eXbehr4_16560000,7,,,,10,0.3333333333333333,0
2S-4eXbehr4_16590000,16,,,,28,0.9333333333333333,0
2S-4eXbehr4_16650000,15,,,,7,0.23333333333333334,4
2S-4eXbehr4_16680000,14,,,,15,0.5,2
2S-4eXbehr4_16710000,14,vertical,5.9592105540508,0.054602184087363496,20,0.6666666666666666,0
2S-4eXbehr4_16740000,16,,,,18,0.6,0
2S-4eXbehr4_1680000,14,,,,6,0.2,0
2S-4eXbehr4_1710000,10,,,,10,0.3333333333333333,0
2S-4eXbehr4_1770000,15,,,,20,0.6666666666666666,0
2S-4eXbehr4_1800000,12,vertical,1.9725802025119683,0.029118136439267882,0,0.0,0
2S-4eXbehr4_1830000,16,,,,22,0.7333333333333333,0
2S-4eXbehr4_1860000,12,,,,24,0.8,0
2S-4eXbehr4_1890000,9,,,,6,0.2,0
2S-4eXbehr4_1920000,13,,,,7,0.23333333333333334,2
2S-4eXbehr4_2040000,14,,,,4,0.13333333333333333,0
2S-4eXbehr4_2100000,7,,,,10,0.3333333333333333,0
2S-4eXbehr4_2130000,9,,,,17,0.5666666666666667,14
2S-4eXbehr4_2160000,16,,,,28,0.9333333333333333,0
2S-4eXbehr4_2220000,16,,,,10,0.3333333333333333,0
2S-4eXbehr4_2250000,13,oxer,1.5636288644367442,0.024475524475524476,2,0.06666666666666667,0
2S-4eXbehr4_2310000,16,,,,18,0.6,0
2S-4eXbehr4_2370000,5,oxer,2.1668833285836335,0.022965879265091863,4,0.13333333333333333,0
2S-4eXbehr4_2400000,15,,,,23,0.7666666666666667,2
2S-4eXbehr4_2460000,16,,,,8,0.26666666666666666,0
2S-4eXbehr4_2490000,12,,,,6,0.2,0
2S-4eXbehr4_2520000,16,,,,23,0.7666666666666667,2
2S-4eXbehr4_2550000,11,,,,20,0.6666666666666666,0
2S-4eXbehr4_2580000,10,,,,26,0.8666666666666667,0
2S-4eXbehr4_2640000,8,,,,28,0.9333333333333333,0
2S-4eXbehr4_2670000,13,,,,28,0.9333333333333333,0
2S-4eXbehr4_2700000,9,,,,26,0.8666666666666667,0
2S-4eXbehr4_2730000,11,,,,21,0.7,2
2S-4eXbehr4_2760000,13,,,,12,0.4,0
2S-4eXbehr4_2790000,14,,,,8,0.26666666666666666,0
2S-4eXbehr4_2820000,16,,,,8,0.26666666666666666,0
2S-4eXbehr4_2850000,14,,,,12,0.4,0
2S-4eXbehr4_2880000,16,,,,18,0.6,0
2S-4eXbehr4_2910000,16,,,,28,0.9333333333333333,0
2S-4eXbehr4_2940000,16,oxer,0.5764585543443252,0.024390243902439025,22,0.7333333333333333,0
2S-4eXbehr4_2970000,16,,,,9,0.3,2
2S-4eXbehr4_3000000,16,,,,26,0.8666666666666667,0
2S-4eXbehr4_3060000,15,oxer,0.5507215795503212,0.020685579196217496,6,0.2,0
2S-4eXbehr4_3090000,13,,,,7,0.23333333333333334,6
2S-4eXbehr4_3120000,11,,,,21,0.7,2
2S-4eXbehr4_3150000,16,,,,16,0.5333333333333333,0
2S-4eXbehr4_3180000,9,,,,16,0.5333333333333333,0
2S-4eXbehr4_3210000,16,,,,28,0.9333333333333333,0
2S-4eXbehr4_3240000,16,,,,6,0.2,0
2S-4eXbehr4_3270000,10,,,,26,0.8666666666666667,0
2S-4eXbehr4_3330000,16,,,,20,0.6666666666666666,0
2S-4eXbehr4_3390000,14,oxer,2.5636326143949715,0.025735294117647058,8,0.26666666666666666,0
2S-4eXbehr4_3450000,11,,,,7,0.23333333333333334,2
2S-4eXbehr4_3480000,16,,,,2,0.06666666666666667,0
2S-4eXbehr4_3510000,9,,,,28,0.9333333333333333,0
2S-4eXbehr4_3540000,11,vertical,0.5912371479931144,0.020970641102456562,23,0.7666666666666667,2
2S-4eXbehr4_3570000,14,,,,19,0.6333333333333333,2
2S-4eXbehr4_3600000,16,,,,23,0.7666666666666667,2
2S-4eXbehr4_3630000,15,,,,28,0.9333333333333333,0
2S-4eXbehr4_3690000,9,,,,2,0.06666666666666667,0
2S-4eXbehr4_3720000,16,,,,28,0.9333333333333333,0
2S-4eXbehr4_3750000,16,,,,28,0.9333333333333333,0
2S-4eXbehr4_3780000,14,,,,26,0.8666666666666667,0
2S-4eXbehr4_3810000,11,,,,14,0.4666666666666667,4
2S-4eXbehr4_4500000,16,,,,28,0.9333333333333333,0
2S-4eXbehr4_4530000,9,,,,5,0.16666666666666666,2
2S-4eXbehr4_4560000,7,oxer,2.554937648146622,0.02684049079754601,8,0.26666666666666666,0
2S-4eXbehr4_4590000,9,vertical,0.725531848880479,0.018857758620689655,2,0.06666666666666667,0
2S-4eXbehr4_4620000,16,,,,6,0.2,0
2S-4eXbehr4_4650000,16,,,,18,0.6,0
2S-4eXbehr4_4680000,13,,,,23,0.7666666666666667,2
2S-4eXbehr4_4710000,12,,,,11,0.36666666666666664,2
2S-4eXbehr4_4740000,12,vertical,1.9144242679519787,0.01965188096574958,18,0.6,0
2S-4eXbehr4_4770000,12,vertical,1.5452773015045373,0.019241341396371632,20,0.6666666666666666,0
2S-4eXbehr4_4800000,12,,,,11,0.36666666666666664,2
2S-4eXbehr4_4860000,15,,,,28,0.9333333333333333,0
2S-4eXbehr4_4890000,14,,,,20,0.6666666666666666,0
2S-4eXbehr4_4950000,7,,,,18,0.6,0
2S-4eXbehr4_4980000,15,,,,26,0.8666666666666667,0
2S-4eXbehr4_5010000,15,,,,15,0.5,2
2S-4eXbehr4_5040000,16,,,,24,0.8,0
2S-4eXbehr4_5070000,14,,,,24,0.8,0
2S-4eXbehr4_5100000,8,,,,22,0.7333333333333333,0
2S-4eXbehr4_5130000,15,,,,14,0.4666666666666667,0
2S-4eXbehr4_5220000,15,,,,21,0.7,2
2S-4eXbehr4_5250000,7,,,,12,0.4,0
2S-4eXbehr4_5280000,12,,,,2,0.06666666666666667,0
2S-4eXbehr4_5310000,8,,,,4,0.13333333333333333,0
2S-4eXbehr4_5340000,14,,,,0,0.0,0
2S-4eXbehr4_5370000,16,,,,28,0.9333333333333333,0
2S-4eXbehr4_5400000,13,,,,9,0.3,4
2S-4eXbehr4_5460000,8,,,,12,0.4,0
2S-4eXbehr4_5490000,16,,,,12,0.4,0
2S-4eXbehr4_5550000,12,,,,4,0.13333333333333333,0
2S-4eXbehr4_5580000,11,,,,0,0.0,0
2S-4eXbehr4_5640000,16,,,,28,0.9333333333333333,0
2S-4eXbehr4_5670000,8,,,,22,0.7333333333333333,0
2S-4eXbehr4_5700000,15,,,,8,0.26666666666666666,0
2S-4eXbehr4_5730000,16,,,,28,0.9333333333333333,0
2S-4eXbehr4_5760000,16,,,,28,0.9333333333333333,0
2S-4eXbehr4_5790000,13,,,,14,0.4666666666666667,0
2S-4eXbehr4_5820000,13,,,,14,0.4666666666666667,0
2S-4eXbehr4_5850000,9,,,,25,0.8333333333333334,2
2S-4eXbehr4_5880000,6,,,,10,0.3333333333333333,0
2S-4eXbehr4_5910000,8,,,,18,0.6,0
2S-4eXbehr4_5970000,8,,,,18,0.6,0
2S-4eXbehr4_6000000,16,,,,3,0.1,2
2S-4eXbehr4_6030000,16,,,,23,0.7666666666666667,2
2S-4eXbehr4_6090000,15,,,,26,0.8666666666666667,0
2S-4eXbehr4_6240000,16,,,,20,0.6666666666666666,0
2S-4eXbehr4_6270000,12,,,,28,0.9333333333333333,0
2S-4eXbehr4_6360000,16,,,,20,0.6666666666666666,0
2S-4eXbehr4_6420000,13,,,,25,0.8333333333333334,2
2S-4eXbehr4_6450000,16,,,,28,0.9333333333333333,0
2S-4eXbehr4_6510000,11,,,,17,0.5666666666666667,2
2S-4eXbehr4_6540000,16,,,,28,0.9333333333333333,0
2S-4eXbehr4_6570000,13,,,,28,0.9333333333333333,0
2S-4eXbehr4_6600000,8,,,,7,0.23333333333333334,2
2S-4eXbehr4_6630000,14,,,,13,0.43333333333333335,6
2S-4eXbehr4_6660000,15,,,,4,0.13333333333333333,0
2S-4eXbehr4_6690000,10,,,,12,0.4,0
2S-4eXbehr4_6720000,16,,,,28,0.9333333333333333,0
2S-4eXbehr4_6750000,14,,,,13,0.43333333333333335,2
2S-4eXbehr4_6780000,15,,,,26,0.8666666666666667,0
2S-4eXbehr4_6810000,10,,,,16,0.5333333333333333,0
2S-4eXbehr4_6900000,11,,,,20,0.6666666666666666,0
2S-4eXbehr4_6930000,9,,,,18,0.6,0
2S-4eXbehr4_7020000,16,,,,16,0.5333333333333333,0
2S-4eXbehr4_7050000,16,,,,25,0.8333333333333334,2
2S-4eXbehr4_7080000,16,,,,28,0.9333333333333333,0
2S-4eXbehr4_7110000,10,,,,0,0.0,0
2S-4eXbehr4_7170000,16,,,,28,0.9333333333333333,0
2S-4eXbehr4_7200000,13,,,,19,0.6333333333333333,2
2S-4eXbehr4_7230000,15,,,,28,0.9333333333333333,0
2S-4eXbehr4_7260000,16,,,,8,0.26666666666666666,0
2S-4eXbehr4_7290000,16,,,,23,0.7666666666666667,2
2S-4eXbehr4_7320000,16,,,,20,0.6666666666666666,0
2S-4eXbehr4_7350000,13,,,,0,0.0,0
2S-4eXbehr4_7380000,16,,,,28,0.9333333333333333,0
2S-4eXbehr4_7410000,14,,,,28,0.9333333333333333,0
2S-4eXbehr4_7440000,15,,,,20,0.6666666666666666,0
2S-4eXbehr4_7470000,11,,,,28,0.9333333333333333,0
2S-4eXbehr4_7530000,16,,,,23,0.7666666666666667,2
2S-4eXbehr4_7980000,15,,,,22,0.7333333333333333,0
2S-4eXbehr4_8010000,13,,,,18,0.6,0
2S-4eXbehr4_8190000,14,,,,16,0.5333333333333333,0
2S-4eXbehr4_8220000,7,,,,28,0.9333333333333333,0
2S-4eXbehr4_8280000,16,,,,8,0.26666666666666666,0
2S-4eXbehr4_8310000,16,,,,8,0.26666666666666666,0
2S-4eXbehr4_8340000,12,,,,11,0.36666666666666664,2
2S-4eXbehr4_8370000,16,,,,28,0.9333333333333333,0
2S-4eXbehr4_8400000,16,,,,0,0.0,0
2S-4eXbehr4_8430000,12,,,,4,0.13333333333333333,0
2S-4eXbehr4_8490000,13,,,,9,0.3,2
2S-4eXbehr4_8550000,12,,,,20,0.6666666666666666,0
2S-4eXbehr4_8580000,12,,,,18,0.6,8
2S-4eXbehr4_8610000,7,,,,-9,-0.3,1000000
2S-4eXbehr4_8640000,14,,,,16,0.5333333333333333,0
2S-4eXbehr4_8670000,16,,,,28,0.9333333333333333,0
2S-4eXbehr4_8700000,11,,,,22,0.7333333333333333,0
2S-4eXbehr4_8730000,12,,,,4,0.13333333333333333,0
2S-4eXbehr4_8760000,8,,,,12,0.4,8
2S-4eXbehr4_8820000,9,,,,14,0.4666666666666667,0
2S-4eXbehr4_8880000,10,,,,28,0.9333333333333333,0
2S-4eXbehr4_8910000,7,,,,28,0.9333333333333333,0
2S-4eXbehr4_8940000,16,,,,28,0.9333333333333333,0
2S-4eXbehr4_8970000,10,,,,4,0.13333333333333333,0
2S-4eXbehr4_9000000,10,,,,8,0.26666666666666666,0
2S-4eXbehr4_9030000,12,,,,12,0.4,0
2S-4eXbehr4_9060000,16,,,,16,0.5333333333333333,0
2S-4eXbehr4_9090000,15,,,,21,0.7,2
2S-4eXbehr4_9180000,16,,,,25,0.8333333333333334,2
2S-4eXbehr4_9210000,16,,,,3,0.1,2
2S-4eXbehr4_9270000,14,,,,24,0.8,0
2S-4eXbehr4_9300000,16,,,,28,0.9333333333333333,0
2S-4eXbehr4_9330000,14,,,,23,0.7666666666666667,2
2S-4eXbehr4_9360000,14,,,,22,0.7333333333333333,0
2S-4eXbehr4_9390000,11,,,,3,0.1,2
2S-4eXbehr4_9420000,11,,,,23,0.7666666666666667,12
2S-4eXbehr4_9450000,14,,,,24,0.8,0
2S-4eXbehr4_9480000,14,,,,16,0.5333333333333333,0
2S-4eXbehr4_9510000,7,,,,26,0.8666666666666667,0
2S-4eXbehr4_9540000,13,,,,6,0.2,0
2S-4eXbehr4_9570000,16,,,,0,0.0,0
2S-4eXbehr4_9600000,16,,,,21,0.7,2
2S-4eXbehr4_9630000,16,,,,28,0.9333333333333333,0
2S-4eXbehr4_9660000,8,,,,0,0.0,0
2S-4eXbehr4_9690000,16,,,,16,0.5333333333333333,0
2S-4eXbehr4_9720000,15,,,,17,0.5666666666666667,4
2S-4eXbehr4_9780000,16,,,,28,0.9333333333333333,0
2S-4eXbehr4_9810000,8,,,,25,0.8333333333333334,2
2S-4eXbehr4_9840000,13,,,,22,0.7333333333333333,0
2S-4eXbehr4_9870000,10,,,,22,0.7333333333333333,0
2S-4eXbehr4_9930000,14,,,,24,0.8,6
2S-4eXbehr4_9990000,15,,,,0,0.0,0
ApvPWiz8nBM_0030000,8,,,,12,0.4,0
ApvPWiz8nBM_0630000,16,,,,20,0.6666666666666666,0
ApvPWiz8nBM_0660000,11,,,,15,0.5,6
ApvPWiz8nBM_0690000,15,,,,0,0.0,0
ApvPWiz8nBM_0720000,9,,,,0,0.0,0
ApvPWiz8nBM_0750000,16,,,,24,0.8,0
ApvPWiz8nBM_0810000,9,,,,7,0.23333333333333334,2
ApvPWiz8nBM_0840000,15,,,,13,0.43333333333333335,4
ApvPWiz8nBM_0870000,13,,,,14,0.4666666666666667,0
ApvPWiz8nBM_0900000,16,,,,24,0.8,0
ApvPWiz8nBM_0960000,12,,,,28,0.9333333333333333,0
ApvPWiz8nBM_0990000,15,,,,28,0.9333333333333333,0
ApvPWiz8nBM_10020000,16,,,,28,0.9333333333333333,0
ApvPWiz8nBM_10050000,12,,,,12,0.4,0
ApvPWiz8nBM_10110000,16,,,,11,0.36666666666666664,2
ApvPWiz8nBM_10140000,9,,,,7,0.23333333333333334,8
ApvPWiz8nBM_10170000,16,,,,0,0.0,0
ApvPWiz8nBM_1020000,11,,,,11,0.36666666666666664,2
ApvPWiz8nBM_10200000,13,,,,4,0.13333333333333333,0
ApvPWiz8nBM_10230000,10,,,,6,0.2,0
ApvPWiz8nBM_10260000,8,,,,12,0.4,0
ApvPWiz8nBM_10320000,10,,,,22,0.7333333333333333,0
ApvPWiz8nBM_10350000,14,,,,5,0.16666666666666666,2
ApvPWiz8nBM_10380000,11,,,,18,0.6,0
ApvPWiz8nBM_10470000,12,,,,28,0.9333333333333333,0
ApvPWiz8nBM_1050000,14,,,,22,0.7333333333333333,0
ApvPWiz8nBM_10500000,9,,,,22,0.7333333333333333,0
ApvPWiz8nBM_10560000,16,,,,16,0.5333333333333333,0
ApvPWiz8nBM_10590000,16,,,,16,0.5333333333333333,0
ApvPWiz8nBM_10620000,16,,,,15,0.5,2
ApvPWiz8nBM_10650000,14,,,,20,0.6666666666666666,0
ApvPWiz8nBM_1110000,12,,,,15,0.5,4
ApvPWiz8nBM_11160000,12,,,,10,0.3333333333333333,0
ApvPWiz8nBM_11190000,12,,,,6,0.2,0
ApvPWiz8nBM_11220000,16,,,,24,0.8,0
ApvPWiz8nBM_11310000,16,,,,24,0.8,0
ApvPWiz8nBM_1170000,16,,,,28,0.9333333333333333,0
ApvPWiz8nBM_1200000,11,,,,10,0.3333333333333333,0
ApvPWiz8nBM_1230000,11,,,,28,0.9333333333333333,0
ApvPWiz8nBM_1260000,15,,,,14,0.4666666666666667,0
ApvPWiz8nBM_1290000,16,,,,24,0.8,0
ApvPWiz8nBM_1320000,16,,,,28,0.9333333333333333,0
ApvPWiz8nBM_1350000,8,,,,17,0.5666666666666667,16
ApvPWiz8nBM_1380000,10,,,,8,0.26666666666666666,0
ApvPWiz8nBM_1410000,16,,,,28,0.9333333333333333,0
ApvPWiz8nBM_1440000,9,,,,9,0.3,2
ApvPWiz8nBM_1470000,16,,,,28,0.9333333333333333,0
ApvPWiz8nBM_1500000,14,,,,24,0.8,0
ApvPWiz8nBM_1560000,14,,,,28,0.9333333333333333,0
ApvPWiz8nBM_1590000,16,,,,12,0.4,0
ApvPWiz8nBM_1620000,9,,,,28,0.9333333333333333,0
ApvPWiz8nBM_1650000,16,,,,27,0.9,2
ApvPWiz8nBM_1680000,16,,,,23,0.7666666666666667,2
ApvPWiz8nBM_1710000,16,,,,18,0.6,0
ApvPWiz8nBM_1770000,10,,,,16,0.5333333333333333,0
ApvPWiz8nBM_1800000,16,,,,28,0.9333333333333333,0
ApvPWiz8nBM_1830000,16,,,,20,0.6666666666666666,0
ApvPWiz8nBM_1860000,16,,,,16,0.5333333333333333,0
ApvPWiz8nBM_1890000,13,,,,12,0.4,0
ApvPWiz8nBM_1920000,16,,,,12,0.4,0
ApvPWiz8nBM_1950000,9,,,,14,0.4666666666666667,0
ApvPWiz8nBM_2010000,10,,,,18,0.6,0
ApvPWiz8nBM_2070000,13,,,,28,0.9333333333333333,0
ApvPWiz8nBM_2100000,13,,,,6,0.2,0
ApvPWiz8nBM_2130000,16,,,,28,0.9333333333333333,0
ApvPWiz8nBM_2160000,16,,,,20,0.6666666666666666,0
ApvPWiz8nBM_2220000,10,,,,28,0.9333333333333333,0
ApvPWiz8nBM_2250000,16,,,,17,0.5666666666666667,2
ApvPWiz8nBM_2280000,16,,,,2,0.06666666666666667,0
ApvPWiz8nBM_2310000,7,,,,4,0.13333333333333333,0
ApvPWiz8nBM_2340000,12,,,,14,0.4666666666666667,0
ApvPWiz8nBM_2370000,16,,,,24,0.8,0
ApvPWiz8nBM_2400000,15,,,,0,0.0,0
ApvPWiz8nBM_2430000,16,,,,28,0.9333333333333333,0
ApvPWiz8nBM_2460000,16,,,,28,0.9333333333333333,0
ApvPWiz8nBM_2520000,11,,,,14,0.4666666666666667,0
ApvPWiz8nBM_2550000,13,,,,19,0.6333333333333333,2
ApvPWiz8nBM_2580000,16,,,,21,0.7,2
ApvPWiz8nBM_2610000,16,,,,12,0.4,0
ApvPWiz8nBM_2640000,15,,,,8,0.26666666666666666,0
ApvPWiz8nBM_2670000,10,,,,20,0.6666666666666666,0
ApvPWiz8nBM_2700000,16,,,,28,0.9333333333333333,0
ApvPWiz8nBM_2730000,13,,,,4,0.13333333333333333,0
ApvPWiz8nBM_2760000,16,,,,11,0.36666666666666664,2
ApvPWiz8nBM_2790000,12,,,,4,0.13333333333333333,0
ApvPWiz8nBM_2850000,15,,,,10,0.3333333333333333,0
ApvPWiz8nBM_2880000,13,,,,28,0.9333333333333333,0
ApvPWiz8nBM_2910000,10,,,,4,0.13333333333333333,0
